trip_duration_days,miles_traveled,total_receipts_amount,expected_output,model_output,abs_error
873.97,12,180.0,384.42,458.3820693409214,73.9620693409214
1472.53,3,334.0,2449.89,2325.9013125807205,123.98868741927936
1960.92,7,759.0,1694.02,1585.3114714602361,108.70852853976385
1542.4,10,174.0,1991.96,1586.6496079309134,405.3103920690867
516.69,1,780.0,366.37,336.47941075314685,29.890589246853153
1208.82,9,934.0,415.5,304.5265048847415,110.97349511525852
1277.26,8,936.0,556.28,420.07933724351835,136.20066275648162
1475.4,1,1002.0,2320.13,2150.347841651585,169.78215834841512
482.65,7,83.0,137.84,218.20312828973306,80.36312828973305
1058.5,9,191.0,789.52,623.8237135921341,165.69628640786584
1256.92,3,280.0,1090.37,1247.0787597062183,156.70875970621842
1785.53,5,644.0,2383.17,2239.420594266629,143.74940573337108
1395.03,10,498.0,992.86,952.6569394471564,40.20306055284357
1518.93,4,317.0,1793.28,1899.8739619832468,106.5939619832468
860.32,4,1100.0,370.61,353.5350986783935,17.07490132160649
1503.98,4,263.0,2469.06,2250.4876591827765,218.57234081722345
1513.28,4,932.0,1287.34,1512.5712240183857,225.23122401838577
1839.05,14,343.0,2013.4,1949.0123363272967,64.38766367270341
917.79,2,274.0,888.24,786.0217540474919,102.21824595250814
500.92,1,759.0,330.29,290.8294136929768,39.46058630702322
1506.38,8,204.0,2178.45,1919.0587133307924,259.3912866692074
1496.46,6,840.0,870.82,793.3822035071839,77.43779649281612
1961.96,7,756.0,1473.59,1545.9825036169022,72.39250361690233
780.15,4,1048.0,279.75,254.54468734915235,25.205312650847645
1158.68,9,800.0,39.96,249.33236560770837,209.37236560770836
1386.33,3,240.0,1895.67,1770.8873157150301,124.78268428496995
2124.16,13,997.0,920.48,1018.8315000183621,98.35150001836212
1523.26,2,826.0,2163.39,2013.7195680309158,149.67043196908412
1168.72,6,194.0,914.25,784.1486021757435,130.10139782425654
1467.52,4,333.0,1934.76,1883.982527211851,50.777472788149
1794.57,8,1053.0,1864.01,1804.7436743013689,59.266325698631135
1770.37,12,466.0,1291.33,1617.0406805544487,325.7106805544488
1755.05,8,916.0,2417.62,2298.574213273989,119.0457867260111
1732.46,11,322.0,1251.3,1422.3743262271998,171.0743262271999
1555.48,13,11.0,1114.96,1128.3792454114675,13.4192454114675
718.71,7,250.0,364.79,303.4771497478411,61.31285025215891
594.93,5,247.0,296.51,394.7442505718337,98.23425057183368
1899.69,14,1158.0,2104.61,2196.3366401928047,91.72664019280455
2159.33,11,1095.0,1071.83,1114.2171493919166,42.38714939191664
1284.51,11,1149.0,270.81,244.14054236264153,26.669457637358477
1372.31,9,14.0,1057.38,1077.581546947049,20.201546947048882
1202.69,4,184.0,983.77,1051.2958370702077,67.52583707020767
1561.2,6,135.0,2488.22,2183.784696869807,304.435303130193
1722.49,5,717.0,1508.97,1588.2209174920367,79.2509174920367
1228.94,1,389.0,1964.96,1844.2402117264985,120.71978827350154
1536.6,3,1136.0,1296.54,1419.3028743371763,122.7628743371763
1716.13,13,145.0,2202.42,2054.6040900054263,147.81590999457376
1081.05,1,1122.0,861.5,850.1503978132929,11.349602186707102
1203.93,14,383.0,97.95,378.6498597635836,280.6998597635836
1110.55,1,309.0,1211.37,1457.0913792287017,245.72137922870184
1167.78,3,278.0,994.9,1145.5983536866745,150.69835368667452
1917.57,7,1109.0,2397.29,2327.5840830483,69.70591695170015
1758.03,12,643.0,2194.16,2256.1497123660356,61.98971236603575
1444.13,11,176.0,1050.67,1228.4575210087985,177.78752100879842
1309.85,7,309.0,1021.75,839.537448544119,182.212551455881
1539.0,3,992.0,1897.41,1868.1812570641496,29.228742935850505
431.17,3,175.0,440.19,347.7120522678602,92.4779477321398
1791.96,5,895.0,2329.69,2228.0745288969288,101.61547110307129
950.24,8,372.0,348.37,421.70877306863053,73.33877306863053
718.3,5,567.0,193.11,272.89837855877266,79.78837855877265
1624.58,8,978.0,710.43,988.1004214573617,277.6704214573617
446.94,1,1082.0,1809.49,1720.728427280172,88.76157271982811
1699.94,11,636.0,2238.97,1941.1501015243841,297.8198984756157
946.39,6,370.0,315.09,434.4356936865496,119.34569368654962
802.95,8,413.0,222.83,361.48579104077106,138.65579104077105
546.04,3,399.0,141.39,254.98834196178095,113.59834196178096
